6,6,7,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,3,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,4,4,4,4,7,4,4
6,6,7,6,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,3,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,3,7,3,4,4,4,4,7,4,4
7,8,7,6,6,4,3,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,4,4,4,4,7,3,4
4,6,14,6,8,4,3,6,4,4,3,6,4,4,4,4,4,4,4,4,4,4,7,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,4,8,4,4,4,7,7,6,4,4,8,7,4,4
6,6,7,6,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,7,4,4,4,8,3,4,4,4,4,4,3,3
4,6,4,6,3,4,3,6,8,4,4,6,4,4,4,4,4,4,4,4,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,4,4,4,4,6,4,4
6,6,8,6,4,4,4,6,1,4,3,6,2,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,4,4,4,4,6,4,3
6,6,6,6,4,3,4,4,4,4,3,6,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,3,7,3,4,4,4,4,9,4,4
7,7,6,6,4,4,3,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,8,4,4,4,3,4,4,4,4,4,4,4,4,4,6,4,4,8,4,4,3,7,4,4,4,4,4,4,4,3
6,6,6,6,4,4,4,4,4,4,3,6,4,4,4,4,6,4,4,3,4,6,7,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,7,4,4,4,7,4,4,4,4,10,7,4,4
7,6,7,4,8,4,4,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,6,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,6,4,4,7,4,4,4,4,3,7,4,4
7,6,7,6,4,4,4,6,4,4,4,6,4,1,4,4,6,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,3,7,4,4,4,3,4,7,4,4
6,7,7,6,6,4,4,6,4,4,4,6,6,4,2,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,3,7,4,4,4,4,3,7,4,3
6,6,6,4,4,4,4,4,4,4,4,7,6,4,4,4,4,4,4,4,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,3,4,4,4,3,7,4,4
6,4,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,3,4,4,4,4,7,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,4,4,3,4,7,4,3
6,6,7,6,4,4,3,6,4,4,3,6,3,4,3,4,4,4,4,4,4,6,8,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,3,7,4,4,4,4,4,7,4,3
6,6,7,6,4,4,4,6,4,4,3,6,4,4,4,4,4,4,4,3,4,6,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,7,4,4,4,7,4,4
6,6,7,6,4,4,4,6,6,4,3,6,4,4,4,4,6,4,4,3,4,4,8,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,3,8,4,6,4,4,4,7,4,4
6,6,7,6,6,4,4,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,6,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,8,4,6,4,7,3,4,4,4,3,7,4,4
6,6,6,6,4,4,4,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,3,7,3,4,4,4,4,7,4,3
