7,6,7,6,4,4,4,6,4,4,4,6,4,4,4,4,6,4,4,4,4,4,8,4,8,20,43,45,50,4,4,4,4,4,4,4,4,4,4,7,4,4,3,7,3,4,4,4,4,7,4,4
6,6,7,6,4,4,4,4,4,4,3,6,4,4,4,4,4,4,4,3,4,6,9,4,8,8,28,41,254,14,4,4,4,4,4,4,4,4,4,7,4,4,3,7,4,4,4,4,4,7,4,4
6,6,7,6,4,4,4,6,4,4,3,6,4,4,4,4,4,4,4,4,4,6,8,4,4,13,13,4,111,7,4,4,4,4,4,4,4,4,4,7,4,4,3,7,3,4,4,4,4,7,4,3
6,6,7,6,4,4,4,6,4,4,3,6,6,4,4,4,4,4,4,4,4,4,7,4,4,4,4,57,23,12,4,4,4,4,4,4,4,4,4,7,4,4,4,8,4,4,4,3,4,7,4,4
7,6,7,6,4,4,4,6,4,4,3,6,4,4,4,4,4,4,4,4,4,4,12,4,4,4,3,15,26,63,4,4,4,4,4,4,4,4,4,7,4,4,3,7,4,4,4,3,4,7,4,4
6,6,7,6,6,4,4,4,4,3,3,6,4,4,4,4,4,4,4,4,4,4,943,125,20,6,6,4,14,70,3,4,4,4,4,4,4,4,4,7,4,4,4,7,4,4,4,4,4,7,4,3
6,6,6,6,4,4,4,4,4,4,3,6,4,4,4,4,4,4,4,3,3,4,32,9,18,14,6,4,7,13,4,4,4,4,4,4,4,4,4,8,4,4,4,7,4,4,4,4,1,7,4,4
6,6,7,6,4,4,4,4,4,4,3,6,4,4,4,4,6,4,4,4,4,4,8,4,12,6,143,18,4,4,4,4,3,4,4,4,4,4,4,7,4,4,3,7,4,4,4,4,4,7,3,4
6,6,7,6,4,4,3,4,4,4,4,6,4,4,4,4,6,4,4,3,4,4,7,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,7,4,4,4,4,3,7,4,3
6,6,7,6,4,4,4,6,4,4,4,6,4,4,4,4,4,4,4,3,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,3,7,4,4,4,4,4,7,4,3
6,7,7,6,4,4,4,6,4,4,3,6,1,4,4,4,4,4,4,4,4,4,8,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,4,4,4,4,7,4,4
6,6,7,6,4,4,4,6,4,4,4,6,4,4,4,3,4,3,4,4,4,4,8,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,4,4,4,4,7,4,4
6,6,7,6,6,4,4,6,4,4,3,6,4,4,4,4,4,4,4,4,4,4,6,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,4,4,4,4,7,4,3
7,6,7,6,6,4,3,4,4,3,4,6,4,4,4,4,4,4,4,4,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,6,4,4,8,4,4,3,7,4,4,4,4,4,7,4,4
6,6,7,6,6,4,4,4,4,4,4,7,6,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,8,4,4,4,4,4,7,4,3
7,6,7,6,6,4,3,6,4,4,3,6,4,4,4,4,4,4,4,4,4,4,7,4,4,4,3,4,6,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,6,4,3,4,7,4,4
7,6,7,6,4,4,4,6,6,4,4,4,4,4,4,4,6,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,6,4,3,7,4,4,4,4,4,7,4,3
6,6,7,6,4,4,4,6,4,4,3,6,4,4,3,4,6,4,4,4,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,3,6,3,4,4,4,4,7,4,3
6,6,7,6,3,4,4,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,6,4,3,7,4,6,4,4,4,7,4,4
6,6,7,6,4,4,4,4,3,4,3,8,4,4,4,4,4,4,4,3,4,4,7,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,3,7,4,4,4,4,4,7,4,4
6,6,7,6,4,4,4,4,4,4,3,6,4,4,3,4,4,4,4,4,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,7,4,4,3,7,4,4,4,4,4,7,4,3
6,6,7,6,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,3,7,4,4,4,4,4,7,4,1
7,6,7,6,4,4,3,6,4,4,3,6,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,7,4,4,4,4,4,7,4,4
6,6,7,6,4,4,4,4,4,4,4,6,3,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,7,4,4,4,4,4,7,4,4
